Date,Screen Name,Full Name,Tweet Text,Tweet ID,App,Followers,Follows,Retweets,Favorites,Verified,User Since,Location,Bio,Is Retweeted,Reply to User ID,Latitude,Longitude,Profile Image,Google Maps
10/22/2016 13:18:22,DNGPlacement,DNG Placement Svcs,"Apply first: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/vbxRAIEVZb #MDS",789818176766898180,Bullhorn Reach,100,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/22/2016 13:36:39,DNGPlacement,DNG Placement Svcs,"Hiring! MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/2Q0XHKnvW4 #MDS",789822779164065792,Bullhorn Reach,101,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/22/2016 13:45:59,CareinkGregg,Dr Gregg Trueman,#MDs are poor at assessing treatment effect size and other aspects of numeracy. #consent #quaternaryprevention https://t.co/7pe1G5o7E9,789825127873597441,Twitter for iPad,264,303,0,0,No,10/15/2013 19:36:02,Calgary,"Nurse, Teacher, Volunteer, & Equestrian. Healthcare advocate; Medical systems critic. Primary Care generalist; Chronic Pain specialist.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/706311299676831745/ZhVzAgs0_normal.jpg"", ""View"")",
10/22/2016 14:05:05,DNGPlacement,DNG Placement Svcs,"Hiring: MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/ri3q5EZmy8 #MDS",789829934575476737,Bullhorn Reach,101,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/22/2016 14:18:17,MDS_UK,MDSUK PatientSupport,More research into potential indicators for how #MDS may change over time. Thank you. Need more of such useful work… https://t.co/JqPLLt4LT6,789833255424057344,Mobile Web (M5),445,551,0,0,No,11/22/2013 18:46:39,UK nationwide,"Only UKwide charity dedicated to bone marrow failure/blood cancer Myelodysplastic Syndromes. Support, advocacy, info for patients/carers/NHSstaff. + @HelpforMDS",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/760909870002495488/d5fkbzie_normal.jpg"", ""View"")",
10/22/2016 14:27:55,ParijatDesh,Parijat Deshpande,"RT @trulyjaimemd: Why we #fertility #MDs have you do that ""awful"" #tube test"" (aka #HSG) #fertility #infertility @SELFmagazine @Shape_Magaz…",789835679240822785,Twitter for iPhone,1841,914,1,0,No,03/10/2011 18:34:00,,"High-Risk Pregnancy Expert helping women have  healthy babies. Speaker, media personality & advocate for moms on #bedrest & pregnant after #fertility treatment",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2078763195/Phead_normal.jpg"", ""View"")",
10/22/2016 14:26:37,MDS_UK,MDSUK PatientSupport,Last preparations for #MDS day on Tue 25 Oct.  Great to work with all our internation MDS Alliance members #heretohelpmds,789835354165522432,Twitter for Android,445,551,0,0,No,11/22/2013 18:46:39,UK nationwide,"Only UKwide charity dedicated to bone marrow failure/blood cancer Myelodysplastic Syndromes. Support, advocacy, info for patients/carers/NHSstaff. + @HelpforMDS",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/760909870002495488/d5fkbzie_normal.jpg"", ""View"")",
10/22/2016 14:22:24,MDS_UK,MDSUK PatientSupport,Thanks to our great argentinian partners looking after #MDS patients. https://t.co/v0uiv2sV5F,789834292268523520,Twitter for Android,445,551,0,0,No,11/22/2013 18:46:39,UK nationwide,"Only UKwide charity dedicated to bone marrow failure/blood cancer Myelodysplastic Syndromes. Support, advocacy, info for patients/carers/NHSstaff. + @HelpforMDS",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/760909870002495488/d5fkbzie_normal.jpg"", ""View"")",
10/22/2016 14:31:49,KuhleBergit,"MDS-PAT-IG, Germany",RT @PHASEII_Int: Keep watching the #heretohelpmds disease awareness campaign is on its way #7days2go #MDS #MDSAlliance https://t.co/7frf11P…,789836662213836801,Twitter for Android,62,87,1,0,No,07/01/2014 09:09:00,Germany,Bergit Kuhle advocating Myelodysplastic Syndroms #MDSpatients #blog4blood #mdsbloodcancer #mdsworldawarenessday #mdsalliance #heretohelpmds,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/486034990573309952/E0NI-oGk_normal.jpeg"", ""View"")",
10/22/2016 14:31:38,KuhleBergit,"MDS-PAT-IG, Germany",RT @HeretoHelpMDS: We know MDS patients experience chronic fatigue – but we never tire helping them #heretohelpmds #MDS #MDSAlliance https:…,789836615380246528,Twitter for Android,62,87,2,0,No,07/01/2014 09:09:00,Germany,Bergit Kuhle advocating Myelodysplastic Syndroms #MDSpatients #blog4blood #mdsbloodcancer #mdsworldawarenessday #mdsalliance #heretohelpmds,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/486034990573309952/E0NI-oGk_normal.jpeg"", ""View"")",
10/22/2016 14:27:55,ParijatDesh,Parijat Deshpande,"RT @trulyjaimemd: Why we #fertility #MDs have you do that ""awful"" #tube test"" (aka #HSG) #fertility #infertility @SELFmagazine @Shape_Magaz…",789835679240822785,Twitter for iPhone,1841,914,1,0,No,03/10/2011 18:34:00,,"High-Risk Pregnancy Expert helping women have  healthy babies. Speaker, media personality & advocate for moms on #bedrest & pregnant after #fertility treatment",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2078763195/Phead_normal.jpg"", ""View"")",
10/22/2016 14:26:37,MDS_UK,MDSUK PatientSupport,Last preparations for #MDS day on Tue 25 Oct.  Great to work with all our internation MDS Alliance members #heretohelpmds,789835354165522432,Twitter for Android,445,552,0,1,No,11/22/2013 18:46:39,UK nationwide,"Only UKwide charity dedicated to bone marrow failure/blood cancer Myelodysplastic Syndromes. Support, advocacy, info for patients/carers/NHSstaff. + @HelpforMDS",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/760909870002495488/d5fkbzie_normal.jpg"", ""View"")",
10/22/2016 14:45:44,IngridPina3,Ingrid Pina,Que jogo pegado ontem #mds 💕,789840164025667584,Twitter for Android,69,107,0,0,No,10/03/2016 16:08:21,"Dom Pedrito, Brasil","♏#Escorpião
 #Gaúcha💄
Gremista 💙
apaixonada por futebol ⚽🏅",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784476886311309312/6aI_3K8r_normal.jpg"", ""View"")",
10/22/2016 14:41:16,IntimateRose,IntimateRose,"RT @trulyjaimemd: Why we #fertility #MDs have you do that ""awful"" #tube test"" (aka #HSG) #fertility #infertility @SELFmagazine @Shape_Magaz…",789839041864663040,Twitter Web Client,501,1713,2,0,No,07/20/2015 00:07:35,,https://t.co/kyfwLJWnuk has Information and Women's Health Products Including Our Signature Kegel Exercise Weights & More!,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/622922420572131328/pMcL8leH_normal.png"", ""View"")",
10/22/2016 14:31:49,KuhleBergit,"MDS-PAT-IG, Germany",RT @PHASEII_Int: Keep watching the #heretohelpmds disease awareness campaign is on its way #7days2go #MDS #MDSAlliance https://t.co/7frf11P…,789836662213836801,Twitter for Android,62,87,1,0,No,07/01/2014 09:09:00,Germany,Bergit Kuhle advocating Myelodysplastic Syndroms #MDSpatients #blog4blood #mdsbloodcancer #mdsworldawarenessday #mdsalliance #heretohelpmds,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/486034990573309952/E0NI-oGk_normal.jpeg"", ""View"")",
10/22/2016 14:31:38,KuhleBergit,"MDS-PAT-IG, Germany",RT @HeretoHelpMDS: We know MDS patients experience chronic fatigue – but we never tire helping them #heretohelpmds #MDS #MDSAlliance https:…,789836615380246528,Twitter for Android,62,87,2,0,No,07/01/2014 09:09:00,Germany,Bergit Kuhle advocating Myelodysplastic Syndroms #MDSpatients #blog4blood #mdsbloodcancer #mdsworldawarenessday #mdsalliance #heretohelpmds,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/486034990573309952/E0NI-oGk_normal.jpeg"", ""View"")",
10/22/2016 14:27:55,ParijatDesh,Parijat Deshpande,"RT @trulyjaimemd: Why we #fertility #MDs have you do that ""awful"" #tube test"" (aka #HSG) #fertility #infertility @SELFmagazine @Shape_Magaz…",789835679240822785,Twitter for iPhone,1841,914,2,0,No,03/10/2011 18:34:00,,"High-Risk Pregnancy Expert helping women have  healthy babies. Speaker, media personality & advocate for moms on #bedrest & pregnant after #fertility treatment",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2078763195/Phead_normal.jpg"", ""View"")",
10/22/2016 14:45:44,IngridPina3,Ingrid Pina,Que jogo pegado ontem #mds 💕,789840164025667584,Twitter for Android,69,107,0,1,No,10/03/2016 16:08:21,"Dom Pedrito, Brasil","♏#Escorpião
 #Gaúcha💄
Gremista 💙
apaixonada por futebol ⚽🏅",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784476886311309312/6aI_3K8r_normal.jpg"", ""View"")",
10/22/2016 14:41:16,IntimateRose,IntimateRose,"RT @trulyjaimemd: Why we #fertility #MDs have you do that ""awful"" #tube test"" (aka #HSG) #fertility #infertility @SELFmagazine @Shape_Magaz…",789839041864663040,Twitter Web Client,501,1713,2,0,No,07/20/2015 00:07:35,,https://t.co/kyfwLJWnuk has Information and Women's Health Products Including Our Signature Kegel Exercise Weights & More!,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/622922420572131328/pMcL8leH_normal.png"", ""View"")",
10/22/2016 14:31:49,KuhleBergit,"MDS-PAT-IG, Germany",RT @PHASEII_Int: Keep watching the #heretohelpmds disease awareness campaign is on its way #7days2go #MDS #MDSAlliance https://t.co/7frf11P…,789836662213836801,Twitter for Android,62,87,1,0,No,07/01/2014 09:09:00,Germany,Bergit Kuhle advocating Myelodysplastic Syndroms #MDSpatients #blog4blood #mdsbloodcancer #mdsworldawarenessday #mdsalliance #heretohelpmds,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/486034990573309952/E0NI-oGk_normal.jpeg"", ""View"")",
10/22/2016 14:31:38,KuhleBergit,"MDS-PAT-IG, Germany",RT @HeretoHelpMDS: We know MDS patients experience chronic fatigue – but we never tire helping them #heretohelpmds #MDS #MDSAlliance https:…,789836615380246528,Twitter for Android,62,87,2,0,No,07/01/2014 09:09:00,Germany,Bergit Kuhle advocating Myelodysplastic Syndroms #MDSpatients #blog4blood #mdsbloodcancer #mdsworldawarenessday #mdsalliance #heretohelpmds,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/486034990573309952/E0NI-oGk_normal.jpeg"", ""View"")",
10/22/2016 15:06:21,WemblesCarvalho,Wembles Carvalho,"Os vídeos que estão rolando na rede sobre a ventania em Formosa, são meio que assustadores... A natureza é seus poderes. #MdS",789845355278065665,Twitter for Android,11,47,0,0,No,10/20/2016 23:12:17,"Goiânia, Brasil",Perdido aqui '-',No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789246360365178882/PB3icA2X_normal.jpg"", ""View"")",
10/22/2016 14:45:44,IngridPina3,Ingrid Pina,Que jogo pegado ontem #mds 💕,789840164025667584,Twitter for Android,69,107,0,1,No,10/03/2016 16:08:21,"Dom Pedrito, Brasil","♏#Escorpião
 #Gaúcha💄
Gremista 💙
apaixonada por futebol ⚽🏅",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784476886311309312/6aI_3K8r_normal.jpg"", ""View"")",
10/22/2016 14:41:16,IntimateRose,IntimateRose,"RT @trulyjaimemd: Why we #fertility #MDs have you do that ""awful"" #tube test"" (aka #HSG) #fertility #infertility @SELFmagazine @Shape_Magaz…",789839041864663040,Twitter Web Client,501,1713,2,0,No,07/20/2015 00:07:35,,https://t.co/kyfwLJWnuk has Information and Women's Health Products Including Our Signature Kegel Exercise Weights & More!,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/622922420572131328/pMcL8leH_normal.png"", ""View"")",
10/22/2016 14:31:49,KuhleBergit,"MDS-PAT-IG, Germany",RT @PHASEII_Int: Keep watching the #heretohelpmds disease awareness campaign is on its way #7days2go #MDS #MDSAlliance https://t.co/7frf11P…,789836662213836801,Twitter for Android,62,87,1,0,No,07/01/2014 09:09:00,Germany,Bergit Kuhle advocating Myelodysplastic Syndroms #MDSpatients #blog4blood #mdsbloodcancer #mdsworldawarenessday #mdsalliance #heretohelpmds,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/486034990573309952/E0NI-oGk_normal.jpeg"", ""View"")",
10/22/2016 15:06:21,WemblesCarvalho,Wembles Carvalho,"Os vídeos que estão rolando na rede sobre a ventania em Formosa, são meio que assustadores... A natureza é seus poderes. #MdS",789845355278065665,Twitter for Android,11,47,0,0,No,10/20/2016 23:12:17,"Goiânia, Brasil",Perdido aqui '-',No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789246360365178882/PB3icA2X_normal.jpg"", ""View"")",
10/22/2016 14:45:44,IngridPina3,Ingrid Pina,Que jogo pegado ontem #mds 💕,789840164025667584,Twitter for Android,69,107,0,1,No,10/03/2016 16:08:21,"Dom Pedrito, Brasil","♏#Escorpião
 #Gaúcha💄
Gremista 💙
apaixonada por futebol ⚽🏅",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784476886311309312/6aI_3K8r_normal.jpg"", ""View"")",
10/22/2016 14:41:16,IntimateRose,IntimateRose,"RT @trulyjaimemd: Why we #fertility #MDs have you do that ""awful"" #tube test"" (aka #HSG) #fertility #infertility @SELFmagazine @Shape_Magaz…",789839041864663040,Twitter Web Client,501,1713,2,0,No,07/20/2015 00:07:35,,https://t.co/kyfwLJWnuk has Information and Women's Health Products Including Our Signature Kegel Exercise Weights & More!,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/622922420572131328/pMcL8leH_normal.png"", ""View"")",
10/22/2016 15:06:21,WemblesCarvalho,Wembles Carvalho,"Os vídeos que estão rolando na rede sobre a ventania em Formosa, são meio que assustadores... A natureza é seus poderes. #MdS",789845355278065665,Twitter for Android,11,47,0,0,No,10/20/2016 23:12:17,"Goiânia, Brasil",Perdido aqui '-',No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789246360365178882/PB3icA2X_normal.jpg"", ""View"")",
10/22/2016 14:45:44,IngridPina3,Ingrid Pina,Que jogo pegado ontem #mds 💕,789840164025667584,Twitter for Android,69,107,0,1,No,10/03/2016 16:08:21,"Dom Pedrito, Brasil","♏#Escorpião
 #Gaúcha💄
Gremista 💙
apaixonada por futebol ⚽🏅",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/784476886311309312/6aI_3K8r_normal.jpg"", ""View"")",
10/22/2016 15:06:21,WemblesCarvalho,Wembles Carvalho,"Os vídeos que estão rolando na rede sobre a ventania em Formosa, são meio que assustadores... A natureza é seus poderes. #MdS",789845355278065665,Twitter for Android,11,47,0,0,No,10/20/2016 23:12:17,"Goiânia, Brasil",Perdido aqui '-',No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789246360365178882/PB3icA2X_normal.jpg"", ""View"")",
10/22/2016 16:12:41,MonalizaQueiro2,Monaliza Queiroz,"Se foto pelada da curtidas, imagina se o índio tivesse face.... 
#MDS :/ :/ :)",789862044937977857,Facebook,5,26,0,0,No,10/24/2012 17:16:59,,,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/2863565662/2eab85a8504ce785ddea3a50588259d6_normal.jpeg"", ""View"")",
10/22/2016 16:38:58,kengeneralguntt,KEN-General,SHORT-ARROWとMAKOTOは頑固者のぶつかり合い。 クソ掴まれる。 #MDS,789868660525453313,Twitter for iPhone,809,512,0,0,No,09/12/2011 09:26:49,JAPAN HOKKAIDO HAKODTE,SHANTIRECORDS TOPSTAR S.S REGGAEDEEJAY 北海道 函館 毎月第三金曜日 COMEAGAIN @STONELOVE,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/632552929430343681/M8O2kXVR_normal.jpg"", ""View"")",
10/22/2016 17:41:46,NathalyRochaa,IMPACIENTE😑😏,Aiiiiii q calor #Mds que médico é esse 😍😍😍😍😍😍😍😍😍😍😍😍😍😍🎶❤❤❤,789884465581527041,Twitter for Android,337,263,0,0,No,03/03/2016 02:31:55,"Campo Grande, Rio de Janeiro","Snap: nathalia.rocha7 ll
Instagram: _NathalliaSillva ll
Facebook: Nathalia Rocha",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789694866863300608/LVNwKwZT_normal.jpg"", ""View"")",
10/22/2016 17:40:34,NathalyRochaa,IMPACIENTE😑😏,#Mds que médico é esse 😍😍😍😍😍😍😍😍😍😍,789884162627035136,Twitter for Android,337,263,0,0,No,03/03/2016 02:31:55,"Campo Grande, Rio de Janeiro","Snap: nathalia.rocha7 ll
Instagram: _NathalliaSillva ll
Facebook: Nathalia Rocha",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789694866863300608/LVNwKwZT_normal.jpg"", ""View"")",
10/22/2016 17:56:11,HelpforMDS,BMTx3,Save money and get a free donation to #MDS whenever you shop online via @giveasyoulive - it's free. Give it a go! https://t.co/q6cCyVz5VI,789888093725814784,Twitter Web Client,587,1342,0,0,No,11/26/2014 21:12:13,UK,"Raising awareness of Bone Marrow Failure and #MDS - a malignant blood disorder. 3 Bone Marrow Transplants - I don't have views, I have a vision #mdsbloodcancer",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/537717018833612800/2XPDuysp_normal.jpeg"", ""View"")",
10/22/2016 17:51:52,DNGPlacement,DNG Placement Svcs,"Know someone for this job? MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/InuukMB4jZ #MDS",789887005832404992,Bullhorn Reach,101,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/22/2016 17:41:46,NathalyRochaa,IMPACIENTE😑😏,Aiiiiii q calor #Mds que médico é esse 😍😍😍😍😍😍😍😍😍😍😍😍😍😍🎶❤❤❤,789884465581527041,Twitter for Android,337,263,0,0,No,03/03/2016 02:31:55,"Campo Grande, Rio de Janeiro","Snap: nathalia.rocha7 ll
Instagram: _NathalliaSillva ll
Facebook: Nathalia Rocha",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789694866863300608/LVNwKwZT_normal.jpg"", ""View"")",
10/22/2016 17:56:11,HelpforMDS,BMTx3,Save money and get a free donation to #MDS whenever you shop online via @giveasyoulive - it's free. Give it a go! https://t.co/q6cCyVz5VI,789888093725814784,Twitter Web Client,587,1342,0,0,No,11/26/2014 21:12:13,UK,"Raising awareness of Bone Marrow Failure and #MDS - a malignant blood disorder. 3 Bone Marrow Transplants - I don't have views, I have a vision #mdsbloodcancer",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/537717018833612800/2XPDuysp_normal.jpeg"", ""View"")",
10/22/2016 17:51:52,DNGPlacement,DNG Placement Svcs,"Know someone for this job? MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/InuukMB4jZ #MDS",789887005832404992,Bullhorn Reach,101,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/22/2016 17:56:11,HelpforMDS,BMTx3,Save money and get a free donation to #MDS whenever you shop online via @giveasyoulive - it's free. Give it a go! https://t.co/q6cCyVz5VI,789888093725814784,Twitter Web Client,588,1342,0,0,No,11/26/2014 21:12:13,UK,"Raising awareness of Bone Marrow Failure and #MDS - a malignant blood disorder. 3 Bone Marrow Transplants - I don't have views, I have a vision #mdsbloodcancer",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/537717018833612800/2XPDuysp_normal.jpeg"", ""View"")",
10/22/2016 18:38:23,33Shake,33Shake,"RT @LukeTyburski: Whose coming to the @marathonDsables expo in London today?
I'll be at @33Shake stand, come say hi!
#MDS #EXPO #realfood #…",789898712881463297,Twitter for iPhone,3005,2271,3,0,No,07/19/2012 10:03:46,"London, England",Pure endurance nutrition. Fuelling limitless performance since 2012,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/624597163604094976/0A6_kSYM_normal.jpg"", ""View"")",
10/22/2016 18:41:49,RafaBarrosMR,RP,"comer é bom demais,#Mds",789899578829115392,Mobile Web (M2),160,42,0,0,No,09/05/2011 23:22:48,Vitória-Es ,...,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/736235243095654400/vJtiSbIz_normal.jpg"", ""View"")",
10/22/2016 19:31:26,KellyPediNp,KellyR,@mfarca I've always wondered why foreign trained #MDs choose #pediatrics,789912063355170816,Twitter for iPhone,2810,3902,0,0,No,01/26/2013 03:51:45,"Houston, Texas",Pediatric Nurse Pracitioner-OpEd Fellow #Momof3 #iamherd #NPslead #NursesTakeDC #startschoollater #pediatrics #CPRsaveslives,No,218950362,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/769598840273903616/Dz2Ey18x_normal.jpg"", ""View"")",
10/22/2016 19:59:36,LinfomasAr,Linfomas Argentina,RT @MDS_UK: Thanks to our great argentinian partners looking after #MDS patients. https://t.co/v0uiv2sV5F,789919153809395713,Twitter for iPhone,1411,980,1,0,No,02/01/2011 16:47:09,Argentina,"Asociación de pacientes con linfoma ,mielodisplasia y mielofibrosis en Argentina.MIembro de Lymphoma Coalition ,Alianza Latina ,UICC,Alianza MDS",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/3741737408/8800479d8bfa99f6fcb3450329fa0555_normal.jpeg"", ""View"")",
10/22/2016 20:29:22,DNGPlacement,DNG Placement Svcs,"Now hiring for MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/oRwWvlJ3r0 #MDS",789926643192238080,Bullhorn Reach,101,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/22/2016 21:32:28,PressureSupport,Olson & Son Hopyard,Mummy wrap may have been the most fun game of all. #liamthelion #ventlife #mds https://t.co/zIdYIXitvR,789942520700661760,Instagram,490,619,0,0,No,11/11/2008 06:06:00,Riverside RI,"Father to Liam, Husband to Karin, Home-brewer, Olson & Son Hopyard owner. Writer, speaker, and advocate for the families of children with special needs.",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/754408797616082944/hFZ4OZIk_normal.jpg"", ""View"")",
10/22/2016 22:12:55,thisgirlbea_,bea 👁,Se mete o loko nois mete o dobro. #visão #kkk #aovivo #mds #parei #kkkkkkk,789952703870988288,Twitter for Android,562,471,0,0,No,11/11/2015 18:25:25,+55 021          ,Talvez a gente ainda se encontre nessa vida,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/789949602363535360/hENmIFVb_normal.jpg"", ""View"")",
10/22/2016 22:24:46,DNGPlacement,DNG Placement Svcs,"I'm hiring - MDS Coordinator with a Subacute/Skilled Nursing Facility  in Brooklyn, NY https://t.co/MohdIubYd5 #MDS",789955684758646788,Bullhorn Reach,101,151,0,0,No,08/04/2014 19:34:46,Long Beach NY,"DNG Placement Svcs is a focused, discreet healthcare & medical recruitment firm in NE USA ~ A proud member of the Better Business Bureau",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/705860251422162944/Nnt0fYwM_normal.jpg"", ""View"")",
10/22/2016 22:34:43,MariaAn88494519,Maria Angeles Martin,"RT @Construbolivar: Atención odontológica reciben niños de Colinas Bolivarianas en #MDS Heres, gracias a la #GestiónRangel #BolívarDijoNoAl…",789958187424313346,Twitter for Android,10,4,7,0,No,09/20/2016 22:32:49,,.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/780465355173007361/qMe-vYHM_normal.jpg"", ""View"")",
10/22/2016 22:40:28,LinfomasAr,Linfomas Argentina,Últimos preparativos para día #MDS el  Oct 25.  Placer trabajar con todos nuestros socios MDS Alianza internacionales #heretohelpmds,789959635558105088,Twitter for iPad,1410,980,0,0,No,02/01/2011 16:47:09,Argentina,"Asociación de pacientes con linfoma ,mielodisplasia y mielofibrosis en Argentina.MIembro de Lymphoma Coalition ,Alianza Latina ,UICC,Alianza MDS",No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/3741737408/8800479d8bfa99f6fcb3450329fa0555_normal.jpeg"", ""View"")",
10/22/2016 23:02:04,SolidarioRt,SOLIDARIOS Ar,RT @LinfomasAr: Últimos preparativos para día #MDS el  Oct 25.  Placer trabajar con todos nuestros socios MDS Alianza internacionales #here…,789965070973427712,Twitter for Android,1028,900,1,0,No,04/03/2016 21:44:40,Argentina,Difusión de pedidos  y eventos solidarios. Sumamos corazones solidarios para difundir #Solidaridad #SolidariosAr #SolidariosRt,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/761219896806113280/4OIunbFq_normal.jpg"", ""View"")",
10/23/2016 01:09:40,AngelicArtisty,Nyi Nyi Htut,"I guess crown wants to join Jensen in Clapping club. 
#Worlds #LeagueOfLegends #MDS",789997184913735680,Twitter Web Client,12,186,0,0,No,01/29/2013 08:36:19,Singapore,I love playing LoL and I Love all the LCS teams.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/3699017044/e4e09eedf9e06ccc4b994e57ddb733c2_normal.jpeg"", ""View"")",
10/23/2016 01:32:20,lilem30,Lisa Lemon,#MDS Homecoming with _im.a.lemon_ @ Tatnall Square Park https://t.co/Ag0bBH5xpc,790002887615139840,Instagram,81,108,0,0,No,12/14/2012 20:37:48,"Macon, GA",Just thankful to be here. Love working @ Middle Georgia Chiropractic & Ocmulgee National Monument Association.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/576124170351833088/nMUnwRe6_normal.jpeg"", ""View"")",
10/23/2016 01:30:57,thsl_13,Thiago,Morumbi lotado hj #mds #spfc boa memo https://t.co/5WjGqofjaZ,790002539911454720,Twitter for Android,7,64,0,0,No,10/07/2016 15:16:30,"Guarujá, Brasil",snap : T420hs,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/785731239500185600/S-nUHNCb_normal.jpg"", ""View"")",
10/23/2016 01:32:20,lilem30,Lisa Lemon,#MDS Homecoming with _im.a.lemon_ @ Tatnall Square Park https://t.co/Ag0bBH5xpc,790002887615139840,Instagram,81,108,0,0,No,12/14/2012 20:37:48,"Macon, GA",Just thankful to be here. Love working @ Middle Georgia Chiropractic & Ocmulgee National Monument Association.,No,,,,"=HYPERLINK(""http://pbs.twimg.com/profile_images/576124170351833088/nMUnwRe6_normal.jpeg"", ""View"")",
